config_id,step_dist,add_dist,max_adds,reversal_target,cycle_count,success_count,failure_count,success_rate,win_count,loss_count,win_rate,gross_pnl,net_pnl,total_costs,npf_gross,npf_net,avg_win_net,avg_loss_net,max_drawdown_ticks,profit_per_dd,max_position,avg_cycle_duration_bars,cycles_0_adds,cycles_1_add,cycles_multi_add,pnl_0_adds,pnl_1_add,pnl_multi_add,failure_after_failure,incomplete_cycles,incomplete_unrealized_pnl,adjusted_net_pnl,avg_progress_hwm_success,avg_progress_hwm_failure,avg_cycle_waste_pct,first_cycle_success_rate,later_cycle_success_rate
FA_SD40_R03_MA2_RT70,40.0,12.0,2,0.7,2625,1565,1060,0.5962,1565,1060,0.5962,9494.0,-13956.0,23450.0,1.0267,0.9622,226.8307,-348.0623,21815.0,-0.6397,3,9008.58,799,444,1382,86486.0,117556.0,-217998.0,440,59,995.0,-12961.0,70.15,29.62,62.0,0.6949,0.5939
FA_SD40_R03_MA2_RT80,40.0,12.0,2,0.8,2389,1405,984,0.5881,1405,984,0.5881,36926.0,15464.0,21462.0,1.1117,1.0452,254.7751,-348.064,13751.0,1.1246,3,9770.51,731,369,1289,90766.0,109526.0,-184828.0,421,59,1534.0,16998.0,80.14,30.84,62.53,0.661,0.5863
FA_SD40_R03_MA3_RT100,40.0,12.0,3,1.0,1844,899,945,0.4875,899,945,0.4875,-24217.0,-45943.0,21726.0,0.9272,0.868,335.9622,-368.2254,56725.0,-0.8099,4,12341.52,425,265,1154,66368.0,95537.0,-207848.0,490,59,3836.0,-42107.0,100.13,37.0,70.0,0.5932,0.484
FA_SD40_R03_MA3_RT50,40.0,12.0,3,0.5,3744,2524,1220,0.6741,2524,1220,0.6741,11338.0,-24876.0,36214.0,1.0264,0.9446,167.9739,-367.9033,29814.0,-0.8344,4,6297.99,1439,639,1666,109722.0,128220.0,-262818.0,408,59,-643.0,-25519.0,50.16,21.95,55.0,0.7627,0.6727
FA_SD40_R03_MA3_RT60,40.0,12.0,3,0.6,3084,1933,1151,0.6268,1933,1151,0.6268,-3792.0,-35330.0,31538.0,0.9906,0.9166,200.851,-368.0061,38071.0,-0.928,4,7687.92,1060,498,1526,97769.0,115972.0,-249071.0,436,59,-332.0,-35662.0,60.16,25.81,58.32,0.7288,0.6248
FA_SD40_R03_MA3_RT70,40.0,12.0,3,0.7,2625,1565,1060,0.5962,1565,1060,0.5962,7193.0,-20725.0,27918.0,1.0193,0.9469,236.0204,-368.016,26867.0,-0.7714,4,9008.58,799,444,1382,86486.0,117556.0,-224767.0,440,59,1119.0,-19606.0,70.15,29.62,62.0,0.6949,0.5939
FA_SD40_R03_MA3_RT80,40.0,12.0,3,0.8,2389,1405,984,0.5881,1405,984,0.5881,37039.0,11409.0,25630.0,1.1069,1.0315,265.8541,-368.0041,15526.0,0.7348,4,9770.51,731,369,1289,90766.0,109526.0,-188883.0,421,59,2142.0,13551.0,80.14,30.84,62.53,0.661,0.5863
FA_SD40_R04_MA1_RT100,40.0,16.0,1,1.0,1844,899,945,0.4875,899,945,0.4875,-17057.0,-29775.0,12718.0,0.9296,0.8808,244.6663,-264.2646,38857.0,-0.7663,2,12341.52,538,1306,0,84017.0,-113792.0,0.0,490,59,1722.0,-28053.0,100.13,37.0,70.0,0.5932,0.484
FA_SD40_R04_MA1_RT50,40.0,16.0,1,0.5,3744,2524,1220,0.6741,2524,1220,0.6741,7771.0,-15459.0,23230.0,1.0249,0.952,121.5436,-264.127,20156.0,-0.767,2,6297.99,1710,2034,0,130368.0,-145827.0,0.0,408,59,-1973.0,-17432.0,50.16,21.95,55.0,0.7627,0.6727
FA_SD40_R04_MA1_RT60,40.0,16.0,1,0.6,3084,1933,1151,0.6268,1933,1151,0.6268,2971.0,-16867.0,19838.0,1.0101,0.9445,148.5178,-264.0765,22000.0,-0.7667,2,7687.92,1238,1846,0,114167.0,-131034.0,0.0,436,59,-1169.0,-18036.0,60.16,25.81,58.32,0.7288,0.6248
FA_SD40_R04_MA1_RT70,40.0,16.0,1,0.7,2625,1565,1060,0.5962,1565,1060,0.5962,7787.0,-9419.0,17206.0,1.0287,0.9664,172.8556,-264.0925,15710.0,-0.5996,2,9008.58,978,1647,0,105852.0,-115271.0,0.0,440,59,337.0,-9082.0,70.15,29.62,62.0,0.6949,0.5939
FA_SD40_R04_MA1_RT80,40.0,16.0,1,0.8,2389,1405,984,0.5881,1405,984,0.5881,29592.0,13874.0,15718.0,1.1174,1.0534,194.8833,-264.1636,11113.0,1.2484,2,9770.51,878,1511,0,109014.0,-95140.0,0.0,421,59,392.0,14266.0,80.14,30.84,62.53,0.661,0.5863
FA_SD40_R04_MA2_RT100,40.0,16.0,2,1.0,1844,899,945,0.4875,899,945,0.4875,-21918.0,-38768.0,16850.0,0.9195,0.8634,272.5061,-300.2656,47250.0,-0.8205,3,12341.52,538,273,1033,84017.0,102798.0,-225583.0,490,59,2483.0,-36285.0,100.13,37.0,70.0,0.5932,0.484
FA_SD40_R04_MA2_RT50,40.0,16.0,2,0.5,3744,2524,1220,0.6741,2524,1220,0.6741,9057.0,-19825.0,28882.0,1.0258,0.9458,137.1779,-300.0508,24156.0,-0.8207,3,6297.99,1710,621,1413,130368.0,134568.0,-284761.0,408,59,-1248.0,-21073.0,50.16,21.95,55.0,0.7627,0.6727
FA_SD40_R04_MA2_RT60,40.0,16.0,2,0.6,3084,1933,1151,0.6268,1933,1151,0.6268,1442.0,-23628.0,25070.0,1.0044,0.9316,166.417,-300.0104,29019.0,-0.8142,3,7687.92,1238,538,1308,114167.0,133888.0,-271683.0,436,59,-594.0,-24222.0,60.16,25.81,58.32,0.7288,0.6248
FA_SD40_R04_MA2_RT70,40.0,16.0,2,0.7,2625,1565,1060,0.5962,1565,1060,0.5962,6639.0,-15351.0,21990.0,1.0217,0.9517,193.3955,-300.0142,21258.0,-0.7221,3,9008.58,978,451,1196,105852.0,126527.0,-247730.0,440,59,511.0,-14840.0,70.15,29.62,62.0,0.6949,0.5939
FA_SD40_R04_MA2_RT80,40.0,16.0,2,0.8,2389,1405,984,0.5881,1405,984,0.5881,31003.0,10837.0,20166.0,1.1094,1.0367,217.8804,-300.0864,13925.0,0.7782,3,9770.51,878,399,1112,109014.0,124777.0,-222954.0,421,59,1285.0,12122.0,80.14,30.84,62.53,0.661,0.5863
FA_SD40_R05_MA1_RT100,40.0,20.0,1,1.0,1844,899,945,0.4875,899,945,0.4875,-16394.0,-28776.0,12382.0,0.9278,0.8773,228.9611,-248.2667,35649.0,-0.8072,2,12341.52,622,1222,0,97119.0,-125895.0,0.0,490,59,1951.0,-26825.0,100.13,37.0,70.0,0.5932,0.484
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,3744,2524,1220,0.6741,2524,1220,0.6741,6524.0,-15866.0,22390.0,1.0223,0.9476,113.6557,-248.1418,19397.0,-0.818,2,6297.99,1920,1824,0,146361.0,-162227.0,0.0,408,59,-1474.0,-17340.0,50.16,21.95,55.0,0.7627,0.6727
FA_SD40_R05_MA1_RT60,40.0,20.0,1,0.6,3084,1933,1151,0.6268,1933,1151,0.6268,-315.0,-19413.0,19098.0,0.9989,0.932,137.7263,-248.1651,21396.0,-0.9073,2,7687.92,1423,1661,0,131226.0,-150639.0,0.0,436,59,-895.0,-20308.0,60.16,25.81,58.32,0.7288,0.6248
FA_SD40_R05_MA1_RT70,40.0,20.0,1,0.7,2625,1565,1060,0.5962,1565,1060,0.5962,4838.0,-11760.0,16598.0,1.019,0.9553,160.5438,-248.1236,16877.0,-0.6968,2,9008.58,1130,1495,0,122293.0,-134053.0,0.0,440,59,665.0,-11095.0,70.15,29.62,62.0,0.6949,0.5939
FA_SD40_R05_MA1_RT80,40.0,20.0,1,0.8,2389,1405,984,0.5881,1405,984,0.5881,27256.0,12046.0,15210.0,1.1154,1.0493,182.3758,-248.1626,10933.0,1.1018,2,9770.51,1005,1384,0,124786.0,-112740.0,0.0,421,59,462.0,12508.0,80.14,30.84,62.53,0.661,0.5863
FA_SD50_MA0_RT100,50.0,20.0,0,1.0,1155,564,591,0.4883,564,591,0.4883,-5426.0,-10164.0,4738.0,0.9541,0.9158,196.0638,-204.3046,13838.0,-0.7345,1,18599.95,1155,0,0,-10164.0,0.0,0.0,299,59,-955.0,-11119.0,100.09,37.91,85.14,0.5593,0.4845
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,2397,1614,783,0.6733,1614,783,0.6733,5098.0,-4608.0,9706.0,1.0325,0.9712,96.2255,-204.235,14709.0,-0.3133,1,9466.36,2397,0,0,-4608.0,0.0,0.0,260,59,-2271.0,-6879.0,50.14,20.82,66.52,0.7627,0.6711
FA_SD50_MA0_RT60,50.0,20.0,0,0.6,1911,1176,735,0.6154,1176,735,0.6154,-5734.0,-13496.0,7762.0,0.961,0.9101,116.2117,-204.3007,15393.0,-0.8768,1,11737.84,1911,0,0,-13496.0,0.0,0.0,287,59,-1803.0,-15299.0,60.14,25.18,71.75,0.6949,0.6129
FA_SD50_MA0_RT70,50.0,20.0,0,0.7,1664,951,713,0.5715,951,713,0.5715,-9390.0,-16164.0,6774.0,0.9342,0.889,136.1472,-204.2637,21170.0,-0.7635,1,13315.13,1664,0,0,-16164.0,0.0,0.0,312,59,-1515.0,-17679.0,70.11,28.48,73.53,0.6441,0.5688
FA_SD50_MA0_RT80,50.0,20.0,0,0.8,1423,758,665,0.5327,758,665,0.5327,-11695.0,-17505.0,5810.0,0.9122,0.8711,156.1187,-204.2752,20478.0,-0.8548,1,15462.74,1423,0,0,-17505.0,0.0,0.0,314,59,-1238.0,-18743.0,80.11,33.09,79.11,0.6441,0.5279
FA_SD50_R03_MA2_RT100,50.0,15.0,2,1.0,1155,564,591,0.4883,564,591,0.4883,-15370.0,-26556.0,11186.0,0.9381,0.896,405.8174,-432.2115,31993.0,-0.8301,3,18599.95,268,162,725,52561.0,73297.0,-152414.0,299,59,2036.0,-24520.0,100.09,37.91,85.14,0.5593,0.4845
FA_SD50_R03_MA2_RT50,50.0,15.0,2,0.5,2397,1614,783,0.6733,1614,783,0.6733,-1021.0,-20739.0,19718.0,0.9969,0.9387,196.7683,-432.0856,37331.0,-0.5555,3,9466.36,938,415,1044,90258.0,104894.0,-215891.0,260,59,-1538.0,-22277.0,50.14,20.82,66.52,0.7627,0.6711
FA_SD50_R03_MA2_RT60,50.0,15.0,2,0.6,1911,1176,735,0.6154,1176,735,0.6154,-14655.0,-31389.0,16734.0,0.9526,0.9012,243.4957,-432.2993,39152.0,-0.8017,3,11737.84,624,331,956,72535.0,96922.0,-200846.0,287,59,246.0,-31143.0,60.14,25.18,71.75,0.6949,0.6129
FA_SD50_R03_MA2_RT70,50.0,15.0,2,0.7,1664,951,713,0.5715,951,713,0.5715,-31423.0,-46369.0,14946.0,0.8951,0.8495,275.2797,-432.202,56782.0,-0.8166,3,13315.13,519,247,898,70687.0,82144.0,-199200.0,312,59,415.0,-45954.0,70.11,28.48,73.53,0.6441,0.5688
FA_SD50_R03_MA2_RT80,50.0,15.0,2,0.8,1423,758,665,0.5327,758,665,0.5327,-26805.0,-40135.0,13330.0,0.904,0.8603,326.1478,-432.1128,44971.0,-0.8925,3,15462.74,372,222,829,58075.0,82746.0,-180956.0,314,59,1073.0,-39062.0,80.11,33.09,79.11,0.6441,0.5279
FA_SD50_R03_MA3_RT100,50.0,15.0,3,1.0,1155,564,591,0.4883,564,591,0.4883,-16934.0,-30592.0,13658.0,0.9349,0.8865,423.8369,-456.2369,36299.0,-0.8428,4,18599.95,268,162,725,52561.0,73297.0,-156450.0,299,59,3500.0,-27092.0,100.09,37.91,85.14,0.5593,0.4845
FA_SD50_R03_MA3_RT50,50.0,15.0,3,0.5,2397,1614,783,0.6733,1614,783,0.6733,-6856.0,-29846.0,22990.0,0.9801,0.9164,202.767,-456.0817,43042.0,-0.6934,4,9466.36,938,415,1044,90258.0,104894.0,-224998.0,260,59,-726.0,-30572.0,50.14,20.82,66.52,0.7627,0.6711
FA_SD50_R03_MA3_RT60,50.0,15.0,3,0.6,1911,1176,735,0.6154,1176,735,0.6154,-17071.0,-36909.0,19838.0,0.9472,0.89,253.8265,-456.3388,42144.0,-0.8758,4,11737.84,624,331,956,72535.0,96922.0,-206366.0,287,59,1019.0,-35890.0,60.14,25.18,71.75,0.6949,0.6129
FA_SD50_R03_MA3_RT70,50.0,15.0,3,0.7,1664,951,713,0.5715,951,713,0.5715,-36087.0,-54005.0,17918.0,0.885,0.834,285.2545,-456.216,63989.0,-0.844,4,13315.13,519,247,898,70687.0,82144.0,-206836.0,312,59,1112.0,-52893.0,70.11,28.48,73.53,0.6441,0.5688
FA_SD50_R03_MA3_RT80,50.0,15.0,3,0.8,1423,758,665,0.5327,758,665,0.5327,-28863.0,-44985.0,16122.0,0.9014,0.8517,340.7982,-456.1053,49411.0,-0.9104,4,15462.74,372,222,829,58075.0,82746.0,-185806.0,314,59,1527.0,-43458.0,80.11,33.09,79.11,0.6441,0.5279
FA_SD50_R04_MA1_RT100,50.0,20.0,1,1.0,1155,564,591,0.4883,564,591,0.4883,-10115.0,-18161.0,8046.0,0.9465,0.9064,311.7323,-328.22,22820.0,-0.7958,2,18599.95,328,827,0,64322.0,-82483.0,0.0,299,59,714.0,-17447.0,100.09,37.91,85.14,0.5593,0.4845
FA_SD50_R04_MA1_RT50,50.0,20.0,1,0.5,2397,1614,783,0.6733,1614,783,0.6733,4341.0,-10561.0,14902.0,1.0173,0.9589,152.64,-328.1252,23776.0,-0.4442,2,9466.36,1098,1299,0,105683.0,-116244.0,0.0,260,59,-2100.0,-12661.0,50.14,20.82,66.52,0.7627,0.6711
FA_SD50_R04_MA1_RT60,50.0,20.0,1,0.6,1911,1176,735,0.6154,1176,735,0.6154,-10756.0,-23118.0,12362.0,0.9543,0.9042,185.5357,-328.3102,27344.0,-0.8455,2,11737.84,761,1150,0,88472.0,-111590.0,0.0,287,59,-908.0,-24026.0,60.14,25.18,71.75,0.6949,0.6129
FA_SD50_R04_MA1_RT70,50.0,20.0,1,0.7,1664,951,713,0.5715,951,713,0.5715,-20373.0,-31351.0,10978.0,0.9107,0.866,213.0726,-328.1669,38981.0,-0.8043,2,13315.13,613,1051,0,83476.0,-114827.0,0.0,312,59,-749.0,-32100.0,70.11,28.48,73.53,0.6441,0.5688
FA_SD50_R04_MA1_RT80,50.0,20.0,1,0.8,1423,758,665,0.5327,758,665,0.5327,-19307.0,-28977.0,9670.0,0.9093,0.8672,249.7309,-328.2301,33194.0,-0.873,2,15462.74,458,965,0,71495.0,-100472.0,0.0,314,59,-301.0,-29278.0,80.11,33.09,79.11,0.6441,0.5279
FA_SD50_R04_MA2_RT100,50.0,20.0,2,1.0,1155,564,591,0.4883,564,591,0.4883,-10696.0,-21362.0,10666.0,0.9497,0.9029,352.1596,-372.2166,25852.0,-0.8263,3,18599.95,328,172,655,64322.0,81254.0,-166938.0,299,59,2606.0,-18756.0,100.09,37.91,85.14,0.5593,0.4845
FA_SD50_R04_MA2_RT50,50.0,20.0,2,0.5,2397,1614,783,0.6733,1614,783,0.6733,-2236.0,-20650.0,18414.0,0.9921,0.9291,167.7261,-372.1073,32814.0,-0.6293,3,9466.36,1098,421,878,105683.0,114790.0,-241123.0,260,59,-1306.0,-21956.0,50.14,20.82,66.52,0.7627,0.6711
FA_SD50_R04_MA2_RT60,50.0,20.0,2,0.6,1911,1176,735,0.6154,1176,735,0.6154,-11009.0,-26727.0,15718.0,0.9584,0.9023,209.9583,-372.2966,30366.0,-0.8802,3,11737.84,761,311,839,88472.0,97238.0,-212437.0,287,59,418.0,-26309.0,60.14,25.18,71.75,0.6949,0.6129
FA_SD50_R04_MA2_RT70,50.0,20.0,2,0.7,1664,951,713,0.5715,951,713,0.5715,-24872.0,-39022.0,14150.0,0.9031,0.8529,237.9947,-372.1669,47784.0,-0.8166,3,13315.13,613,258,793,83476.0,90964.0,-213462.0,312,59,270.0,-38752.0,70.11,28.48,73.53,0.6441,0.5688
FA_SD50_R04_MA2_RT80,50.0,20.0,2,0.8,1423,758,665,0.5327,758,665,0.5327,-20241.0,-32891.0,12650.0,0.9155,0.8671,283.1359,-372.1925,37052.0,-0.8877,3,15462.74,458,220,745,71495.0,86396.0,-190782.0,314,59,755.0,-32136.0,80.11,33.09,79.11,0.6441,0.5279
FA_SD50_R05_MA1_RT100,50.0,25.0,1,1.0,1155,564,591,0.4883,564,591,0.4883,-10452.0,-18274.0,7822.0,0.9411,0.8997,290.6418,-308.2843,21817.0,-0.8376,2,18599.95,384,771,0,75289.0,-93563.0,0.0,299,59,635.0,-17639.0,100.09,37.91,85.14,0.5593,0.4845
FA_SD50_R05_MA1_RT50,50.0,25.0,1,0.5,2397,1614,783,0.6733,1614,783,0.6733,2828.0,-11526.0,14354.0,1.012,0.9522,142.3705,-308.189,23913.0,-0.482,2,9466.36,1235,1162,0,118846.0,-130372.0,0.0,260,59,-1497.0,-13023.0,50.14,20.82,66.52,0.7627,0.6711
FA_SD50_R05_MA1_RT60,50.0,25.0,1,0.6,1911,1176,735,0.6154,1176,735,0.6154,-11781.0,-23707.0,11926.0,0.9466,0.8954,172.5264,-308.2966,26598.0,-0.8913,2,11737.84,870,1041,0,101131.0,-124838.0,0.0,287,59,-728.0,-24435.0,60.14,25.18,71.75,0.6949,0.6129
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,1664,951,713,0.5715,951,713,0.5715,-22496.0,-33090.0,10594.0,0.8949,0.8494,196.3028,-308.2384,39224.0,-0.8436,2,13315.13,709,955,0,96530.0,-129620.0,0.0,312,59,-364.0,-33454.0,70.11,28.48,73.53,0.6441,0.5688
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,1423,758,665,0.5327,758,665,0.5327,-21929.0,-31263.0,9334.0,0.8901,0.8475,229.1781,-308.2406,34748.0,-0.8997,2,15462.74,542,881,0,84627.0,-115890.0,0.0,314,59,93.0,-31170.0,80.11,33.09,79.11,0.6441,0.5279
