filter	profile	lookback	vol_avg_len	price_weight	vol_weight	smoothing	threshold	n_baseline	n_filtered	retention	pf_baseline	pf_filtered	pf_delta	pnl_baseline	pnl_filtered	calmar
SPEEDREAD	SAFEST	20	100	50	50	5	45	21394	21299	0.9956	3.3931	3.3931	0.0	391659.0	389909.0	182.88
SPEEDREAD	SAFEST	20	100	50	50	5	50	21394	21374	0.9991	3.3931	3.3991	0.006	391659.0	391659.0	183.7
SPEEDREAD	SAFEST	20	100	30	70	1	45	21394	20304	0.9491	3.3931	3.3656	-0.0275	391659.0	370079.0	173.58
SPEEDREAD	SAFEST	20	100	30	70	1	50	21394	21181	0.99	3.3931	3.3876	-0.0055	391659.0	387417.0	181.72
SPEEDREAD	SAFEST	20	100	30	70	3	45	21394	20338	0.9506	3.3931	3.3496	-0.0435	391659.0	369715.0	173.41
SPEEDREAD	SAFEST	20	100	30	70	3	50	21394	21198	0.9908	3.3931	3.3898	-0.0032	391659.0	387835.0	181.91
SPEEDREAD	SAFEST	20	100	30	70	5	45	21394	20370	0.9521	3.3931	3.3425	-0.0506	391659.0	369763.0	172.95
SPEEDREAD	SAFEST	20	100	30	70	5	50	21394	21207	0.9913	3.3931	3.386	-0.007	391659.0	387821.0	181.9
SPEEDREAD	SAFEST	30	20	70	30	1	30	21394	15573	0.7279	3.3931	3.3354	-0.0577	391659.0	282865.0	132.68
SPEEDREAD	SAFEST	30	20	70	30	1	35	21394	21225	0.9921	3.3931	3.3975	0.0044	391659.0	388753.0	182.34
SPEEDREAD	SAFEST	30	20	70	30	1	40	21394	21327	0.9969	3.3931	3.3899	-0.0031	391659.0	390261.0	183.05
SPEEDREAD	SAFEST	30	20	70	30	1	45	21394	21341	0.9975	3.3931	3.391	-0.0021	391659.0	390577.0	183.2
SPEEDREAD	SAFEST	30	20	70	30	1	50	21394	21345	0.9977	3.3931	3.3915	-0.0016	391659.0	390673.0	183.24
SPEEDREAD	SAFEST	30	20	70	30	3	30	21394	15543	0.7265	3.3931	3.3405	-0.0525	391659.0	282005.0	129.72
SPEEDREAD	SAFEST	30	20	70	30	3	35	21394	21234	0.9925	3.3931	3.3994	0.0063	391659.0	389059.0	178.63
SPEEDREAD	SAFEST	30	20	70	30	3	40	21394	21325	0.9968	3.3931	3.3897	-0.0034	391659.0	390153.0	183.0
SPEEDREAD	SAFEST	30	20	70	30	3	45	21394	21334	0.9972	3.3931	3.3892	-0.0038	391659.0	390299.0	183.07
SPEEDREAD	SAFEST	30	20	70	30	3	50	21394	21338	0.9974	3.3931	3.3897	-0.0033	391659.0	390395.0	183.11
SPEEDREAD	SAFEST	30	20	70	30	5	30	21394	15566	0.7276	3.3931	3.2856	-0.1075	391659.0	279707.0	131.19
SPEEDREAD	SAFEST	30	20	70	30	5	35	21394	21243	0.9929	3.3931	3.3911	-0.002	391659.0	388685.0	178.46
SPEEDREAD	SAFEST	30	20	70	30	5	40	21394	21325	0.9968	3.3931	3.3894	-0.0037	391659.0	390113.0	182.98
SPEEDREAD	SAFEST	30	20	70	30	5	45	21394	21333	0.9971	3.3931	3.39	-0.0031	391659.0	390265.0	183.05
SPEEDREAD	SAFEST	30	20	70	30	5	50	21394	21346	0.9978	3.3931	3.3924	-0.0007	391659.0	390667.0	183.24
SPEEDREAD	SAFEST	30	20	50	50	1	35	21394	12062	0.5638	3.3931	3.3129	-0.0802	391659.0	218571.0	102.52
SPEEDREAD	SAFEST	30	20	50	50	1	40	21394	21045	0.9837	3.3931	3.372	-0.0211	391659.0	384033.0	176.32
SPEEDREAD	SAFEST	30	20	50	50	1	45	21394	21312	0.9962	3.3931	3.39	-0.0031	391659.0	389951.0	182.9
SPEEDREAD	SAFEST	30	20	50	50	1	50	21394	21340	0.9975	3.3931	3.3905	-0.0026	391659.0	390503.0	183.16
SPEEDREAD	SAFEST	30	20	50	50	3	35	21394	11882	0.5554	3.3931	3.2324	-0.1607	391659.0	212131.0	99.5
SPEEDREAD	SAFEST	30	20	50	50	3	40	21394	21076	0.9851	3.3931	3.3823	-0.0108	391659.0	385247.0	180.19
SPEEDREAD	SAFEST	30	20	50	50	3	45	21394	21311	0.9961	3.3931	3.3891	-0.004	391659.0	389837.0	178.99
SPEEDREAD	SAFEST	30	20	50	50	3	50	21394	21335	0.9972	3.3931	3.3888	-0.0043	391659.0	390253.0	183.05
SPEEDREAD	SAFEST	30	20	50	50	5	35	21394	11694	0.5466	3.3931	3.2471	-0.146	391659.0	208939.0	98.0
SPEEDREAD	SAFEST	30	20	50	50	5	40	21394	21117	0.9871	3.3931	3.3792	-0.0139	391659.0	385841.0	180.98
SPEEDREAD	SAFEST	30	20	50	50	5	45	21394	21317	0.9964	3.3931	3.389	-0.0041	391659.0	389881.0	182.87
SPEEDREAD	SAFEST	30	20	50	50	5	50	21394	21346	0.9978	3.3931	3.3924	-0.0007	391659.0	390667.0	183.24
SPEEDREAD	SAFEST	30	20	30	70	1	45	21394	20597	0.9627	3.3931	3.3749	-0.0181	391659.0	376041.0	176.38
SPEEDREAD	SAFEST	30	20	30	70	1	50	21394	21237	0.9927	3.3931	3.3817	-0.0114	391659.0	388041.0	178.16
SPEEDREAD	SAFEST	30	20	30	70	3	45	21394	20703	0.9677	3.3931	3.3679	-0.0252	391659.0	377405.0	177.02
SPEEDREAD	SAFEST	30	20	30	70	3	50	21394	21257	0.9936	3.3931	3.383	-0.0101	391659.0	388441.0	182.2
SPEEDREAD	SAFEST	30	20	30	70	5	45	21394	20784	0.9715	3.3931	3.3589	-0.0341	391659.0	378319.0	177.45
SPEEDREAD	SAFEST	30	20	30	70	5	50	21394	21287	0.995	3.3931	3.3866	-0.0065	391659.0	389261.0	182.58
SPEEDREAD	SAFEST	30	50	70	30	1	30	21394	15482	0.7237	3.3931	3.2897	-0.1034	391659.0	279171.0	130.94
SPEEDREAD	SAFEST	30	50	70	30	1	35	21394	21209	0.9914	3.3931	3.3995	0.0064	391659.0	388609.0	182.27
SPEEDREAD	SAFEST	30	50	70	30	1	40	21394	21325	0.9968	3.3931	3.3919	-0.0012	391659.0	390353.0	183.09
SPEEDREAD	SAFEST	30	50	70	30	1	45	21394	21340	0.9975	3.3931	3.3928	-0.0003	391659.0	390663.0	183.24
SPEEDREAD	SAFEST	30	50	70	30	1	50	21394	21344	0.9977	3.3931	3.3933	0.0002	391659.0	390759.0	183.28
SPEEDREAD	SAFEST	30	50	70	30	3	30	21394	15558	0.7272	3.3931	3.3127	-0.0804	391659.0	281515.0	129.25
SPEEDREAD	SAFEST	30	50	70	30	3	35	21394	21215	0.9916	3.3931	3.4031	0.01	391659.0	388973.0	182.45
SPEEDREAD	SAFEST	30	50	70	30	3	40	21394	21320	0.9965	3.3931	3.3916	-0.0014	391659.0	390223.0	183.03
SPEEDREAD	SAFEST	30	50	70	30	3	45	21394	21332	0.9971	3.3931	3.3911	-0.0019	391659.0	390391.0	183.11
SPEEDREAD	SAFEST	30	50	70	30	3	50	21394	21336	0.9973	3.3931	3.3916	-0.0014	391659.0	390487.0	183.16
SPEEDREAD	SAFEST	30	50	70	30	5	30	21394	15522	0.7255	3.3931	3.3084	-0.0847	391659.0	280171.0	128.64
SPEEDREAD	SAFEST	30	50	70	30	5	35	21394	21220	0.9919	3.3931	3.3963	0.0032	391659.0	388623.0	182.28
SPEEDREAD	SAFEST	30	50	70	30	5	40	21394	21320	0.9965	3.3931	3.3906	-0.0024	391659.0	390103.0	182.98
SPEEDREAD	SAFEST	30	50	70	30	5	45	21394	21331	0.9971	3.3931	3.3919	-0.0011	391659.0	390357.0	183.09
SPEEDREAD	SAFEST	30	50	70	30	5	50	21394	21344	0.9977	3.3931	3.3943	0.0012	391659.0	390759.0	183.28
SPEEDREAD	SAFEST	30	50	50	50	1	35	21394	12341	0.5768	3.3931	3.307	-0.086	391659.0	223337.0	102.54
SPEEDREAD	SAFEST	30	50	50	50	1	40	21394	20962	0.9798	3.3931	3.3796	-0.0135	391659.0	383011.0	179.65
SPEEDREAD	SAFEST	30	50	50	50	1	45	21394	21291	0.9952	3.3931	3.3893	-0.0038	391659.0	389557.0	182.72
SPEEDREAD	SAFEST	30	50	50	50	1	50	21394	21337	0.9973	3.3931	3.3925	-0.0006	391659.0	390601.0	183.21
SPEEDREAD	SAFEST	30	50	50	50	3	35	21394	12170	0.5689	3.3931	3.2914	-0.1017	391659.0	219563.0	102.98
SPEEDREAD	SAFEST	30	50	50	50	3	40	21394	20988	0.981	3.3931	3.3769	-0.0162	391659.0	383335.0	179.8
SPEEDREAD	SAFEST	30	50	50	50	3	45	21394	21296	0.9954	3.3931	3.3893	-0.0038	391659.0	389607.0	178.88
SPEEDREAD	SAFEST	30	50	50	50	3	50	21394	21330	0.997	3.3931	3.3907	-0.0023	391659.0	390323.0	183.08
SPEEDREAD	SAFEST	30	50	50	50	5	35	21394	12060	0.5637	3.3931	3.2388	-0.1543	391659.0	215703.0	101.17
SPEEDREAD	SAFEST	30	50	50	50	5	40	21394	21008	0.982	3.3931	3.3757	-0.0174	391659.0	383615.0	179.93
SPEEDREAD	SAFEST	30	50	50	50	5	45	21394	21297	0.9955	3.3931	3.3895	-0.0036	391659.0	389641.0	178.9
SPEEDREAD	SAFEST	30	50	50	50	5	50	21394	21335	0.9972	3.3931	3.3931	0.0	391659.0	390533.0	183.18
SPEEDREAD	SAFEST	30	50	30	70	1	45	21394	20392	0.9532	3.3931	3.374	-0.0191	391659.0	372431.0	174.69
SPEEDREAD	SAFEST	30	50	30	70	1	50	21394	21196	0.9907	3.3931	3.3821	-0.011	391659.0	387367.0	177.85
SPEEDREAD	SAFEST	30	50	30	70	3	45	21394	20472	0.9569	3.3931	3.3629	-0.0302	391659.0	372991.0	174.95
SPEEDREAD	SAFEST	30	50	30	70	3	50	21394	21206	0.9912	3.3931	3.3867	-0.0064	391659.0	387827.0	181.4
SPEEDREAD	SAFEST	30	50	30	70	5	45	21394	20575	0.9617	3.3931	3.3563	-0.0368	391659.0	374613.0	175.71
SPEEDREAD	SAFEST	30	50	30	70	5	50	21394	21226	0.9921	3.3931	3.3859	-0.0072	391659.0	388147.0	182.06
SPEEDREAD	SAFEST	30	100	70	30	1	30	21394	15567	0.7276	3.3931	3.31	-0.0831	391659.0	281581.0	132.07
SPEEDREAD	SAFEST	30	100	70	30	1	35	21394	21156	0.9889	3.3931	3.3927	-0.0003	391659.0	387087.0	177.73
SPEEDREAD	SAFEST	30	100	70	30	1	40	21394	21314	0.9963	3.3931	3.3922	-0.0009	391659.0	390179.0	183.01
SPEEDREAD	SAFEST	30	100	70	30	1	45	21394	21330	0.997	3.3931	3.3934	0.0003	391659.0	390523.0	183.17
SPEEDREAD	SAFEST	30	100	70	30	1	50	21394	21334	0.9972	3.3931	3.3939	0.0008	391659.0	390619.0	183.22
SPEEDREAD	SAFEST	30	100	70	30	3	30	21394	15595	0.7289	3.3931	3.3214	-0.0716	391659.0	282453.0	129.68
SPEEDREAD	SAFEST	30	100	70	30	3	35	21394	21189	0.9904	3.3931	3.3997	0.0066	391659.0	388209.0	182.09
SPEEDREAD	SAFEST	30	100	70	30	3	40	21394	21311	0.9961	3.3931	3.3921	-0.001	391659.0	390077.0	182.96
SPEEDREAD	SAFEST	30	100	70	30	3	45	21394	21321	0.9966	3.3931	3.3932	0.0001	391659.0	390297.0	183.07
SPEEDREAD	SAFEST	30	100	70	30	3	50	21394	21327	0.9969	3.3931	3.3921	-0.001	391659.0	390341.0	183.09
SPEEDREAD	SAFEST	30	100	70	30	5	30	21394	15598	0.7291	3.3931	3.3098	-0.0833	391659.0	281835.0	132.19
SPEEDREAD	SAFEST	30	100	70	30	5	35	21394	21213	0.9915	3.3931	3.3938	0.0007	391659.0	388385.0	182.17
SPEEDREAD	SAFEST	30	100	70	30	5	40	21394	21305	0.9958	3.3931	3.3898	-0.0032	391659.0	389753.0	182.81
SPEEDREAD	SAFEST	30	100	70	30	5	45	21394	21322	0.9966	3.3931	3.3924	-0.0007	391659.0	390211.0	183.03
SPEEDREAD	SAFEST	30	100	70	30	5	50	21394	21331	0.9971	3.3931	3.3943	0.0012	391659.0	390517.0	183.17
SPEEDREAD	SAFEST	30	100	50	50	1	35	21394	12485	0.5836	3.3931	3.3269	-0.0662	391659.0	226793.0	104.13
SPEEDREAD	SAFEST	30	100	50	50	1	40	21394	20906	0.9772	3.3931	3.3812	-0.0118	391659.0	382107.0	179.22
SPEEDREAD	SAFEST	30	100	50	50	1	45	21394	21277	0.9945	3.3931	3.3913	-0.0017	391659.0	389441.0	182.66
SPEEDREAD	SAFEST	30	100	50	50	1	50	21394	21327	0.9969	3.3931	3.3931	0.0	391659.0	390461.0	183.14
SPEEDREAD	SAFEST	30	100	50	50	3	35	21394	12374	0.5784	3.3931	3.293	-0.1001	391659.0	223539.0	104.85
SPEEDREAD	SAFEST	30	100	50	50	3	40	21394	20918	0.9778	3.3931	3.37	-0.0231	391659.0	381595.0	178.98
SPEEDREAD	SAFEST	30	100	50	50	3	45	21394	21279	0.9946	3.3931	3.3891	-0.004	391659.0	389309.0	178.75
SPEEDREAD	SAFEST	30	100	50	50	3	50	21394	21324	0.9967	3.3931	3.3918	-0.0013	391659.0	390279.0	183.06
SPEEDREAD	SAFEST	30	100	50	50	5	35	21394	12241	0.5722	3.3931	3.2757	-0.1174	391659.0	220497.0	103.13
SPEEDREAD	SAFEST	30	100	50	50	5	40	21394	20940	0.9788	3.3931	3.383	-0.01	391659.0	382743.0	179.52
SPEEDREAD	SAFEST	30	100	50	50	5	45	21394	21281	0.9947	3.3931	3.3885	-0.0046	391659.0	389257.0	182.58
SPEEDREAD	SAFEST	30	100	50	50	5	50	21394	21321	0.9966	3.3931	3.3925	-0.0006	391659.0	390217.0	183.03
SPEEDREAD	SAFEST	30	100	30	70	1	45	21394	20317	0.9497	3.3931	3.376	-0.0171	391659.0	371041.0	174.03
SPEEDREAD	SAFEST	30	100	30	70	1	50	21394	21140	0.9881	3.3931	3.3849	-0.0082	391659.0	386543.0	177.48
SPEEDREAD	SAFEST	30	100	30	70	3	45	21394	20363	0.9518	3.3931	3.3596	-0.0335	391659.0	370805.0	173.92
SPEEDREAD	SAFEST	30	100	30	70	3	50	21394	21167	0.9894	3.3931	3.388	-0.0051	391659.0	387101.0	181.06
SPEEDREAD	SAFEST	30	100	30	70	5	45	21394	20438	0.9553	3.3931	3.3614	-0.0317	391659.0	372275.0	174.61
SPEEDREAD	SAFEST	30	100	30	70	5	50	21394	21177	0.9899	3.3931	3.3801	-0.013	391659.0	386841.0	181.45
SPEEDREAD	MAX_PROFIT	5	20	70	30	1	30	78487	47500	0.6052	6.6049	7.4565	0.8517	1074653.0	670344.0	39.3
SPEEDREAD	MAX_PROFIT	5	20	70	30	1	35	78487	65952	0.8403	6.6049	7.2871	0.6822	1074653.0	922386.0	54.55
SPEEDREAD	MAX_PROFIT	5	20	70	30	1	40	78487	74082	0.9439	6.6049	7.2541	0.6492	1074653.0	1032677.0	61.71
SPEEDREAD	MAX_PROFIT	5	20	70	30	1	45	78487	76982	0.9808	6.6049	7.0658	0.4609	1074653.0	1067387.0	63.79
SPEEDREAD	MAX_PROFIT	5	20	70	30	1	50	78487	77964	0.9933	6.6049	6.8987	0.2938	1074653.0	1076057.0	63.8
SPEEDREAD	MAX_PROFIT	5	20	70	30	3	30	78487	46467	0.592	6.6049	6.8397	0.2349	1074653.0	641484.0	37.38
SPEEDREAD	MAX_PROFIT	5	20	70	30	3	35	78487	66978	0.8534	6.6049	6.9404	0.3355	1074653.0	925848.0	54.49
SPEEDREAD	MAX_PROFIT	5	20	70	30	3	40	78487	75096	0.9568	6.6049	6.9506	0.3457	1074653.0	1037831.0	61.49
SPEEDREAD	MAX_PROFIT	5	20	70	30	3	45	78487	77486	0.9872	6.6049	6.7117	0.1069	1074653.0	1064303.0	62.9
SPEEDREAD	MAX_PROFIT	5	20	70	30	3	50	78487	78075	0.9948	6.6049	6.6918	0.0869	1074653.0	1071653.0	63.34
SPEEDREAD	MAX_PROFIT	5	20	70	30	5	30	78487	46339	0.5904	6.6049	6.7452	0.1403	1074653.0	637854.0	37.39
SPEEDREAD	MAX_PROFIT	5	20	70	30	5	35	78487	68073	0.8673	6.6049	6.8726	0.2677	1074653.0	939377.0	57.04
SPEEDREAD	MAX_PROFIT	5	20	70	30	5	40	78487	75884	0.9668	6.6049	6.7987	0.1939	1074653.0	1044605.0	63.77
SPEEDREAD	MAX_PROFIT	5	20	70	30	5	45	78487	77767	0.9908	6.6049	6.7265	0.1217	1074653.0	1068293.0	64.7
SPEEDREAD	MAX_PROFIT	5	20	70	30	5	50	78487	78184	0.9961	6.6049	6.6981	0.0932	1074653.0	1073243.0	65.0
SPEEDREAD	MAX_PROFIT	5	20	50	50	1	35	78487	42076	0.5361	6.6049	7.1531	0.5482	1074653.0	590106.0	34.3
SPEEDREAD	MAX_PROFIT	5	20	50	50	1	40	78487	67805	0.8639	6.6049	7.2665	0.6617	1074653.0	947346.0	56.61
SPEEDREAD	MAX_PROFIT	5	20	50	50	1	45	78487	76067	0.9692	6.6049	7.0703	0.4655	1074653.0	1055219.0	63.06
SPEEDREAD	MAX_PROFIT	5	20	50	50	1	50	78487	77849	0.9919	6.6049	6.9569	0.3521	1074653.0	1075967.0	64.3
SPEEDREAD	MAX_PROFIT	5	20	50	50	3	35	78487	40421	0.515	6.6049	6.7711	0.1662	1074653.0	557904.0	33.13
SPEEDREAD	MAX_PROFIT	5	20	50	50	3	40	78487	68965	0.8787	6.6049	6.9101	0.3053	1074653.0	952332.0	56.73
SPEEDREAD	MAX_PROFIT	5	20	50	50	3	45	78487	76667	0.9768	6.6049	6.8307	0.2258	1074653.0	1056377.0	62.06
SPEEDREAD	MAX_PROFIT	5	20	50	50	3	50	78487	78052	0.9945	6.6049	6.6897	0.0848	1074653.0	1071251.0	63.31
SPEEDREAD	MAX_PROFIT	5	20	50	50	5	35	78487	39468	0.5029	6.6049	6.4325	-0.1723	1074653.0	538992.0	31.15
SPEEDREAD	MAX_PROFIT	5	20	50	50	5	40	78487	70043	0.8924	6.6049	6.9047	0.2998	1074653.0	967043.0	58.08
SPEEDREAD	MAX_PROFIT	5	20	50	50	5	45	78487	77215	0.9838	6.6049	6.7191	0.1142	1074653.0	1060727.0	63.39
SPEEDREAD	MAX_PROFIT	5	20	50	50	5	50	78487	78126	0.9954	6.6049	6.7084	0.1035	1074653.0	1072721.0	64.97
SPEEDREAD	MAX_PROFIT	5	20	30	70	1	45	78487	70121	0.8934	6.6049	7.2435	0.6387	1074653.0	978036.0	58.45
SPEEDREAD	MAX_PROFIT	5	20	30	70	1	50	78487	77421	0.9864	6.6049	7.0236	0.4187	1074653.0	1071953.0	64.06
SPEEDREAD	MAX_PROFIT	5	20	30	70	3	45	78487	71353	0.9091	6.6049	6.9953	0.3904	1074653.0	987492.0	59.85
SPEEDREAD	MAX_PROFIT	5	20	30	70	3	50	78487	77656	0.9894	6.6049	6.6666	0.0617	1074653.0	1065131.0	62.95
SPEEDREAD	MAX_PROFIT	5	20	30	70	5	45	78487	72464	0.9233	6.6049	6.8638	0.2589	1074653.0	999191.0	60.58
SPEEDREAD	MAX_PROFIT	5	20	30	70	5	50	78487	77889	0.9924	6.6049	6.7282	0.1233	1074653.0	1070117.0	64.5
SPEEDREAD	MAX_PROFIT	5	50	70	30	1	30	78487	47609	0.6066	6.6049	7.4971	0.8922	1074653.0	672372.0	39.42
SPEEDREAD	MAX_PROFIT	5	50	70	30	1	35	78487	66007	0.841	6.6049	7.285	0.6802	1074653.0	923148.0	54.6
SPEEDREAD	MAX_PROFIT	5	50	70	30	1	40	78487	74026	0.9432	6.6049	7.2218	0.6169	1074653.0	1031075.0	61.62
SPEEDREAD	MAX_PROFIT	5	50	70	30	1	45	78487	76950	0.9804	6.6049	7.0533	0.4485	1074653.0	1066643.0	63.74
SPEEDREAD	MAX_PROFIT	5	50	70	30	1	50	78487	77903	0.9926	6.6049	6.8992	0.2944	1074653.0	1075169.0	63.75
SPEEDREAD	MAX_PROFIT	5	50	70	30	3	30	78487	46497	0.5924	6.6049	6.8875	0.2827	1074653.0	642918.0	38.38
SPEEDREAD	MAX_PROFIT	5	50	70	30	3	35	78487	66960	0.8531	6.6049	6.921	0.3162	1074653.0	925104.0	54.89
SPEEDREAD	MAX_PROFIT	5	50	70	30	3	40	78487	75029	0.9559	6.6049	6.9723	0.3674	1074653.0	1037459.0	61.8
SPEEDREAD	MAX_PROFIT	5	50	70	30	3	45	78487	77458	0.9869	6.6049	6.7161	0.1113	1074653.0	1064021.0	62.89
SPEEDREAD	MAX_PROFIT	5	50	70	30	3	50	78487	78034	0.9942	6.6049	6.696	0.0911	1074653.0	1071209.0	63.31
SPEEDREAD	MAX_PROFIT	5	50	70	30	5	30	78487	46262	0.5894	6.6049	6.8178	0.213	1074653.0	638100.0	37.71
SPEEDREAD	MAX_PROFIT	5	50	70	30	5	35	78487	68181	0.8687	6.6049	6.9264	0.3215	1074653.0	942293.0	57.21
SPEEDREAD	MAX_PROFIT	5	50	70	30	5	40	78487	75860	0.9665	6.6049	6.7655	0.1606	1074653.0	1043321.0	63.53
SPEEDREAD	MAX_PROFIT	5	50	70	30	5	45	78487	77728	0.9903	6.6049	6.739	0.1341	1074653.0	1068137.0	64.69
SPEEDREAD	MAX_PROFIT	5	50	70	30	5	50	78487	78141	0.9956	6.6049	6.7179	0.113	1074653.0	1073267.0	65.0
SPEEDREAD	MAX_PROFIT	5	50	50	50	1	35	78487	42290	0.5388	6.6049	7.2011	0.5962	1074653.0	593814.0	34.95
SPEEDREAD	MAX_PROFIT	5	50	50	50	1	40	78487	67882	0.8649	6.6049	7.316	0.7111	1074653.0	949518.0	56.74
SPEEDREAD	MAX_PROFIT	5	50	50	50	1	45	78487	75985	0.9681	6.6049	7.0862	0.4814	1074653.0	1054331.0	63.01
SPEEDREAD	MAX_PROFIT	5	50	50	50	1	50	78487	77806	0.9913	6.6049	6.9085	0.3036	1074653.0	1074161.0	64.19
SPEEDREAD	MAX_PROFIT	5	50	50	50	3	35	78487	40632	0.5177	6.6049	6.7648	0.1599	1074653.0	560754.0	32.71
SPEEDREAD	MAX_PROFIT	5	50	50	50	3	40	78487	68922	0.8781	6.6049	6.9749	0.3701	1074653.0	953310.0	56.56
SPEEDREAD	MAX_PROFIT	5	50	50	50	3	45	78487	76573	0.9756	6.6049	6.8894	0.2846	1074653.0	1056707.0	62.61
SPEEDREAD	MAX_PROFIT	5	50	50	50	3	50	78487	77977	0.9935	6.6049	6.6901	0.0853	1074653.0	1070243.0	63.25
SPEEDREAD	MAX_PROFIT	5	50	50	50	5	35	78487	39820	0.5073	6.6049	6.534	-0.0708	1074653.0	545610.0	31.24
SPEEDREAD	MAX_PROFIT	5	50	50	50	5	40	78487	69992	0.8918	6.6049	6.9249	0.3201	1074653.0	966803.0	58.7
SPEEDREAD	MAX_PROFIT	5	50	50	50	5	45	78487	77120	0.9826	6.6049	6.7669	0.162	1074653.0	1060871.0	64.77
SPEEDREAD	MAX_PROFIT	5	50	50	50	5	50	78487	78057	0.9945	6.6049	6.7267	0.1219	1074653.0	1072319.0	64.94
SPEEDREAD	MAX_PROFIT	5	50	30	70	1	45	78487	70029	0.8922	6.6049	7.2389	0.6341	1074653.0	977016.0	58.91
SPEEDREAD	MAX_PROFIT	5	50	30	70	1	50	78487	77184	0.9834	6.6049	7.0143	0.4095	1074653.0	1068431.0	63.85
SPEEDREAD	MAX_PROFIT	5	50	30	70	3	45	78487	71227	0.9075	6.6049	6.9134	0.3086	1074653.0	983808.0	58.39
SPEEDREAD	MAX_PROFIT	5	50	30	70	3	50	78487	77441	0.9867	6.6049	6.7009	0.096	1074653.0	1063235.0	61.94
SPEEDREAD	MAX_PROFIT	5	50	30	70	5	45	78487	72056	0.9181	6.6049	6.6868	0.0819	1074653.0	989093.0	58.58
SPEEDREAD	MAX_PROFIT	5	50	30	70	5	50	78487	77703	0.99	6.6049	6.7068	0.1019	1074653.0	1066943.0	63.76
SPEEDREAD	MAX_PROFIT	5	100	70	30	1	30	78487	47573	0.6061	6.6049	7.4839	0.879	1074653.0	671628.0	39.37
SPEEDREAD	MAX_PROFIT	5	100	70	30	1	35	78487	65917	0.8398	6.6049	7.3756	0.7708	1074653.0	923904.0	54.99
SPEEDREAD	MAX_PROFIT	5	100	70	30	1	40	78487	73966	0.9424	6.6049	7.2535	0.6486	1074653.0	1031075.0	61.62
SPEEDREAD	MAX_PROFIT	5	100	70	30	1	45	78487	76899	0.9798	6.6049	7.0399	0.4351	1074653.0	1065587.0	63.68
SPEEDREAD	MAX_PROFIT	5	100	70	30	1	50	78487	77854	0.9919	6.6049	6.9189	0.314	1074653.0	1075061.0	64.24
SPEEDREAD	MAX_PROFIT	5	100	70	30	3	30	78487	46531	0.5928	6.6049	6.8785	0.2736	1074653.0	643482.0	38.41
SPEEDREAD	MAX_PROFIT	5	100	70	30	3	35	78487	66931	0.8528	6.6049	6.964	0.3592	1074653.0	925806.0	54.93
SPEEDREAD	MAX_PROFIT	5	100	70	30	3	40	78487	74957	0.955	6.6049	6.9756	0.3707	1074653.0	1036595.0	61.75
SPEEDREAD	MAX_PROFIT	5	100	70	30	3	45	78487	77422	0.9864	6.6049	6.713	0.1081	1074653.0	1063439.0	62.85
SPEEDREAD	MAX_PROFIT	5	100	70	30	3	50	78487	77979	0.9935	6.6049	6.6913	0.0864	1074653.0	1070321.0	63.26
SPEEDREAD	MAX_PROFIT	5	100	70	30	5	30	78487	46455	0.5919	6.6049	6.743	0.1381	1074653.0	639678.0	37.98
SPEEDREAD	MAX_PROFIT	5	100	70	30	5	35	78487	68048	0.867	6.6049	6.9203	0.3155	1074653.0	940193.0	57.09
SPEEDREAD	MAX_PROFIT	5	100	70	30	5	40	78487	75790	0.9656	6.6049	6.7616	0.1567	1074653.0	1042343.0	62.88
SPEEDREAD	MAX_PROFIT	5	100	70	30	5	45	78487	77661	0.9895	6.6049	6.7331	0.1282	1074653.0	1067039.0	64.62
SPEEDREAD	MAX_PROFIT	5	100	70	30	5	50	78487	78089	0.9949	6.6049	6.7133	0.1084	1074653.0	1072409.0	64.95
SPEEDREAD	MAX_PROFIT	5	100	50	50	1	35	78487	42454	0.5409	6.6049	7.256	0.6511	1074653.0	597270.0	35.34
SPEEDREAD	MAX_PROFIT	5	100	50	50	1	40	78487	67831	0.8642	6.6049	7.3414	0.7365	1074653.0	949380.0	56.73
SPEEDREAD	MAX_PROFIT	5	100	50	50	1	45	78487	75899	0.967	6.6049	7.0866	0.4818	1074653.0	1053227.0	62.94
SPEEDREAD	MAX_PROFIT	5	100	50	50	1	50	78487	77757	0.9907	6.6049	6.9179	0.313	1074653.0	1073735.0	64.16
SPEEDREAD	MAX_PROFIT	5	100	50	50	3	35	78487	40911	0.5212	6.6049	6.8045	0.1997	1074653.0	565176.0	33.04
SPEEDREAD	MAX_PROFIT	5	100	50	50	3	40	78487	68903	0.8779	6.6049	6.9809	0.376	1074653.0	953256.0	56.32
SPEEDREAD	MAX_PROFIT	5	100	50	50	3	45	78487	76499	0.9747	6.6049	6.8842	0.2793	1074653.0	1055621.0	62.88
SPEEDREAD	MAX_PROFIT	5	100	50	50	3	50	78487	77902	0.9925	6.6049	6.6857	0.0808	1074653.0	1069133.0	63.19
SPEEDREAD	MAX_PROFIT	5	100	50	50	5	35	78487	40151	0.5116	6.6049	6.5629	-0.0419	1074653.0	550596.0	31.74
SPEEDREAD	MAX_PROFIT	5	100	50	50	5	40	78487	69902	0.8906	6.6049	6.795	0.1902	1074653.0	962297.0	58.19
SPEEDREAD	MAX_PROFIT	5	100	50	50	5	45	78487	77032	0.9815	6.6049	6.7463	0.1414	1074653.0	1059155.0	63.61
